,Fleet_name,Fleet_code,MSE,Year,Catch
248,Pcod_longline,15,MS-Climate naive OM - SS_fixM_Tier3_EM,2098,15573.60405
258,Pcod_longline,15,MS-SSP-126 OM - SS_fixM_Tier3_EM,2098,6697.116122
268,Pcod_longline,15,MS-SSP-245 OM - SS_fixM_Tier3_EM,2098,2703.909762
278,Pcod_longline,15,MS-SSP-585 OM - SS_fixM_Tier3_EM,2098,0
288,Pcod_longline,15,SS-Climate naive OM - SS_fixM_Tier3_EM,2098,18444.07391
298,Pcod_longline,15,SS-SSP-126 OM - SS_fixM_Tier3_EM,2098,9132.005492
308,Pcod_longline,15,SS-SSP-245 OM - SS_fixM_Tier3_EM,2098,4033.229917
318,Pcod_longline,15,SS-SSP-585 OM - SS_fixM_Tier3_EM,2098,0
249,Pcod_longline,15,MS-Climate naive OM - SS_fixM_Tier3_EM,2099,16423.72157
259,Pcod_longline,15,MS-SSP-126 OM - SS_fixM_Tier3_EM,2099,9109.857417
269,Pcod_longline,15,MS-SSP-245 OM - SS_fixM_Tier3_EM,2099,4401.155974
279,Pcod_longline,15,MS-SSP-585 OM - SS_fixM_Tier3_EM,2099,1546.084392
289,Pcod_longline,15,SS-Climate naive OM - SS_fixM_Tier3_EM,2099,19607.74033
299,Pcod_longline,15,SS-SSP-126 OM - SS_fixM_Tier3_EM,2099,11004.90796
309,Pcod_longline,15,SS-SSP-245 OM - SS_fixM_Tier3_EM,2099,5259.164121
319,Pcod_longline,15,SS-SSP-585 OM - SS_fixM_Tier3_EM,2099,4657.637851
250,Pcod_longline,15,MS-Climate naive OM - SS_fixM_Tier3_EM,2100,16387.74179
260,Pcod_longline,15,MS-SSP-126 OM - SS_fixM_Tier3_EM,2100,8428.291044
270,Pcod_longline,15,MS-SSP-245 OM - SS_fixM_Tier3_EM,2100,7082.439652
280,Pcod_longline,15,MS-SSP-585 OM - SS_fixM_Tier3_EM,2100,5536.072058
290,Pcod_longline,15,SS-Climate naive OM - SS_fixM_Tier3_EM,2100,18919.41724
300,Pcod_longline,15,SS-SSP-126 OM - SS_fixM_Tier3_EM,2100,9445.509569
310,Pcod_longline,15,SS-SSP-245 OM - SS_fixM_Tier3_EM,2100,7520.887027
320,Pcod_longline,15,SS-SSP-585 OM - SS_fixM_Tier3_EM,2100,7200.406893
321,Pcod_pot,16,MS-Climate naive OM - SS_fixM_Tier3_EM,2091,24521.84272
331,Pcod_pot,16,MS-SSP-126 OM - SS_fixM_Tier3_EM,2091,14371.80376
341,Pcod_pot,16,MS-SSP-245 OM - SS_fixM_Tier3_EM,2091,5898.604782
351,Pcod_pot,16,MS-SSP-585 OM - SS_fixM_Tier3_EM,2091,356.1797698
361,Pcod_pot,16,SS-Climate naive OM - SS_fixM_Tier3_EM,2091,29402.05133
371,Pcod_pot,16,SS-SSP-126 OM - SS_fixM_Tier3_EM,2091,17770.66644
381,Pcod_pot,16,SS-SSP-245 OM - SS_fixM_Tier3_EM,2091,6775.716641
391,Pcod_pot,16,SS-SSP-585 OM - SS_fixM_Tier3_EM,2091,510.9465214
322,Pcod_pot,16,MS-Climate naive OM - SS_fixM_Tier3_EM,2092,27347.18479
332,Pcod_pot,16,MS-SSP-126 OM - SS_fixM_Tier3_EM,2092,6637.291911
342,Pcod_pot,16,MS-SSP-245 OM - SS_fixM_Tier3_EM,2092,3029.239458
352,Pcod_pot,16,MS-SSP-585 OM - SS_fixM_Tier3_EM,2092,0
362,Pcod_pot,16,SS-Climate naive OM - SS_fixM_Tier3_EM,2092,33044.76917
372,Pcod_pot,16,SS-SSP-126 OM - SS_fixM_Tier3_EM,2092,13332.3442
382,Pcod_pot,16,SS-SSP-245 OM - SS_fixM_Tier3_EM,2092,4631.964102
392,Pcod_pot,16,SS-SSP-585 OM - SS_fixM_Tier3_EM,2092,1419.533941
323,Pcod_pot,16,MS-Climate naive OM - SS_fixM_Tier3_EM,2093,28490.61656
333,Pcod_pot,16,MS-SSP-126 OM - SS_fixM_Tier3_EM,2093,4651.168448
343,Pcod_pot,16,MS-SSP-245 OM - SS_fixM_Tier3_EM,2093,755.5110786
353,Pcod_pot,16,MS-SSP-585 OM - SS_fixM_Tier3_EM,2093,934.9448702
363,Pcod_pot,16,SS-Climate naive OM - SS_fixM_Tier3_EM,2093,33007.87296
373,Pcod_pot,16,SS-SSP-126 OM - SS_fixM_Tier3_EM,2093,13285.17873
383,Pcod_pot,16,SS-SSP-245 OM - SS_fixM_Tier3_EM,2093,3281.510663
393,Pcod_pot,16,SS-SSP-585 OM - SS_fixM_Tier3_EM,2093,3355.997027
324,Pcod_pot,16,MS-Climate naive OM - SS_fixM_Tier3_EM,2094,25811.96797
334,Pcod_pot,16,MS-SSP-126 OM - SS_fixM_Tier3_EM,2094,11667.88111
344,Pcod_pot,16,MS-SSP-245 OM - SS_fixM_Tier3_EM,2094,0
354,Pcod_pot,16,MS-SSP-585 OM - SS_fixM_Tier3_EM,2094,1275.94334
364,Pcod_pot,16,SS-Climate naive OM - SS_fixM_Tier3_EM,2094,30629.78731
374,Pcod_pot,16,SS-SSP-126 OM - SS_fixM_Tier3_EM,2094,14344.59295
384,Pcod_pot,16,SS-SSP-245 OM - SS_fixM_Tier3_EM,2094,618.7811867
394,Pcod_pot,16,SS-SSP-585 OM - SS_fixM_Tier3_EM,2094,3307.234464
325,Pcod_pot,16,MS-Climate naive OM - SS_fixM_Tier3_EM,2095,22608.73664
335,Pcod_pot,16,MS-SSP-126 OM - SS_fixM_Tier3_EM,2095,17709.11354
345,Pcod_pot,16,MS-SSP-245 OM - SS_fixM_Tier3_EM,2095,2096.600987
355,Pcod_pot,16,MS-SSP-585 OM - SS_fixM_Tier3_EM,2095,447.8630025
365,Pcod_pot,16,SS-Climate naive OM - SS_fixM_Tier3_EM,2095,27737.18774
375,Pcod_pot,16,SS-SSP-126 OM - SS_fixM_Tier3_EM,2095,19323.12222
385,Pcod_pot,16,SS-SSP-245 OM - SS_fixM_Tier3_EM,2095,4994.06555
395,Pcod_pot,16,SS-SSP-585 OM - SS_fixM_Tier3_EM,2095,3333.081922
326,Pcod_pot,16,MS-Climate naive OM - SS_fixM_Tier3_EM,2096,20492.97343
336,Pcod_pot,16,MS-SSP-126 OM - SS_fixM_Tier3_EM,2096,13848.70567
346,Pcod_pot,16,MS-SSP-245 OM - SS_fixM_Tier3_EM,2096,4403.004662
356,Pcod_pot,16,MS-SSP-585 OM - SS_fixM_Tier3_EM,2096,316.1642468
366,Pcod_pot,16,SS-Climate naive OM - SS_fixM_Tier3_EM,2096,25277.58074
376,Pcod_pot,16,SS-SSP-126 OM - SS_fixM_Tier3_EM,2096,15504.10988
386,Pcod_pot,16,SS-SSP-245 OM - SS_fixM_Tier3_EM,2096,7185.887757
396,Pcod_pot,16,SS-SSP-585 OM - SS_fixM_Tier3_EM,2096,369.873052
327,Pcod_pot,16,MS-Climate naive OM - SS_fixM_Tier3_EM,2097,20365.427
337,Pcod_pot,16,MS-SSP-126 OM - SS_fixM_Tier3_EM,2097,8555.497523
347,Pcod_pot,16,MS-SSP-245 OM - SS_fixM_Tier3_EM,2097,4002.864139
357,Pcod_pot,16,MS-SSP-585 OM - SS_fixM_Tier3_EM,2097,0
367,Pcod_pot,16,SS-Climate naive OM - SS_fixM_Tier3_EM,2097,24254.13954
377,Pcod_pot,16,SS-SSP-126 OM - SS_fixM_Tier3_EM,2097,11660.75317
387,Pcod_pot,16,SS-SSP-245 OM - SS_fixM_Tier3_EM,2097,5564.395743
397,Pcod_pot,16,SS-SSP-585 OM - SS_fixM_Tier3_EM,2097,0
328,Pcod_pot,16,MS-Climate naive OM - SS_fixM_Tier3_EM,2098,21320.25869
338,Pcod_pot,16,MS-SSP-126 OM - SS_fixM_Tier3_EM,2098,8580.600032
348,Pcod_pot,16,MS-SSP-245 OM - SS_fixM_Tier3_EM,2098,3567.537832
358,Pcod_pot,16,MS-SSP-585 OM - SS_fixM_Tier3_EM,2098,0
368,Pcod_pot,16,SS-Climate naive OM - SS_fixM_Tier3_EM,2098,24934.84511
378,Pcod_pot,16,SS-SSP-126 OM - SS_fixM_Tier3_EM,2098,11965.89282
388,Pcod_pot,16,SS-SSP-245 OM - SS_fixM_Tier3_EM,2098,5312.230242
398,Pcod_pot,16,SS-SSP-585 OM - SS_fixM_Tier3_EM,2098,0
329,Pcod_pot,16,MS-Climate naive OM - SS_fixM_Tier3_EM,2099,22557.00179
339,Pcod_pot,16,MS-SSP-126 OM - SS_fixM_Tier3_EM,2099,12958.11611
349,Pcod_pot,16,MS-SSP-245 OM - SS_fixM_Tier3_EM,2099,5946.331583
359,Pcod_pot,16,MS-SSP-585 OM - SS_fixM_Tier3_EM,2099,2188.183678
369,Pcod_pot,16,SS-Climate naive OM - SS_fixM_Tier3_EM,2099,26746.93765
379,Pcod_pot,16,SS-SSP-126 OM - SS_fixM_Tier3_EM,2099,15593.22745
389,Pcod_pot,16,SS-SSP-245 OM - SS_fixM_Tier3_EM,2099,7098.787739
399,Pcod_pot,16,SS-SSP-585 OM - SS_fixM_Tier3_EM,2099,6439.446331
330,Pcod_pot,16,MS-Climate naive OM - SS_fixM_Tier3_EM,2100,22553.40779
340,Pcod_pot,16,MS-SSP-126 OM - SS_fixM_Tier3_EM,2100,12681.08545
350,Pcod_pot,16,MS-SSP-245 OM - SS_fixM_Tier3_EM,2100,9876.302743
360,Pcod_pot,16,MS-SSP-585 OM - SS_fixM_Tier3_EM,2100,7614.852109
370,Pcod_pot,16,SS-Climate naive OM - SS_fixM_Tier3_EM,2100,26036.80422
380,Pcod_pot,16,SS-SSP-126 OM - SS_fixM_Tier3_EM,2100,14003.54662
390,Pcod_pot,16,SS-SSP-245 OM - SS_fixM_Tier3_EM,2100,10479.778
400,Pcod_pot,16,SS-SSP-585 OM - SS_fixM_Tier3_EM,2100,9741.949137
