"","Wt_name","Wt_index","Species","Sex","year","1","2","3","4","5","6","7","8","9","10"
"457","Pcod_generic_wt",8,1,0,2014,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"469","Pcod_generic_wt",8,1,0,2015,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"481","Pcod_generic_wt",8,1,0,2016,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"493","Pcod_generic_wt",8,1,0,2017,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"505","Pcod_generic_wt",8,1,0,2018,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"517","Pcod_generic_wt",8,1,0,2019,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"529","Pcod_generic_wt",8,1,0,2020,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"541","Pcod_generic_wt",8,1,0,2021,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"553","Pcod_generic_wt",8,1,0,2022,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"565","Pcod_generic_wt",8,1,0,2023,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
"577","Pcod_generic_wt",8,1,0,2024,0.0478144,0.306243,0.840178,1.61041,2.53863,3.54472,4.56265,5.54459,6.4588,8.64694
