"","Wt_name","Wt_index","Species","Yr","Sex","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"181","Pcod_trawl_fishery",3,1,1995,0,0.14502,0.5333,1.13014,1.84254,2.58894,3.32247,4.0328,4.7216,5.38367,6.00819,6.58491,7.1074,7.57327,7.98335,8.34064,8.64943,8.91462,9.14126,9.33424,9.69064
"191","Pcod_trawl_fishery",3,1,1996,0,0.14502,0.5333,1.13014,1.84254,2.58894,3.32247,4.0328,4.7216,5.38367,6.00819,6.58491,7.1074,7.57327,7.98335,8.34064,8.64943,8.91462,9.14126,9.33424,9.69064
"201","Pcod_trawl_fishery",3,1,1997,0,0.14502,0.5333,1.13014,1.84254,2.58894,3.32247,4.0328,4.7216,5.38367,6.00819,6.58491,7.1074,7.57327,7.98335,8.34064,8.64943,8.91462,9.14126,9.33424,9.69064
"211","Pcod_trawl_fishery",3,1,1998,0,0.14502,0.5333,1.13014,1.84254,2.58894,3.32247,4.0328,4.7216,5.38367,6.00819,6.58491,7.1074,7.57327,7.98335,8.34064,8.64943,8.91462,9.14126,9.33424,9.69064
"221","Pcod_trawl_fishery",3,1,1999,0,0.14502,0.5333,1.13014,1.84254,2.58894,3.32247,4.0328,4.7216,5.38367,6.00819,6.58491,7.1074,7.57327,7.98335,8.34064,8.64943,8.91462,9.14126,9.33424,9.69064
"231","Pcod_trawl_fishery",3,1,2000,0,0.14502,0.5333,1.13014,1.84254,2.58894,3.32247,4.0328,4.7216,5.38367,6.00819,6.58491,7.1074,7.57327,7.98335,8.34064,8.64943,8.91462,9.14126,9.33424,9.69064
"241","Pcod_trawl_fishery",3,1,2001,0,0.14502,0.5333,1.13014,1.84254,2.58894,3.32247,4.0328,4.7216,5.38367,6.00819,6.58491,7.1074,7.57327,7.98335,8.34064,8.64943,8.91462,9.14126,9.33424,9.69064
"251","Pcod_trawl_fishery",3,1,2002,0,0.14502,0.5333,1.13014,1.84254,2.58894,3.32247,4.0328,4.7216,5.38367,6.00819,6.58491,7.1074,7.57327,7.98335,8.34064,8.64943,8.91462,9.14126,9.33424,9.69064
"261","Pcod_trawl_fishery",3,1,2003,0,0.14502,0.5333,1.13014,1.84254,2.58894,3.32247,4.0328,4.7216,5.38367,6.00819,6.58491,7.1074,7.57327,7.98335,8.34064,8.64943,8.91462,9.14126,9.33424,9.69064
"271","Pcod_trawl_fishery",3,1,2004,0,0.14502,0.5333,1.13014,1.84254,2.58894,3.32247,4.0328,4.7216,5.38367,6.00819,6.58491,7.1074,7.57327,7.98335,8.34064,8.64943,8.91462,9.14126,9.33424,9.69064
"281","Pcod_trawl_fishery",3,1,2005,0,0.145621,0.550365,1.19302,1.9832,2.83232,3.67529,4.47234,5.20526,5.87062,6.47141,7.01158,7.49438,7.92266,8.29947,8.62837,8.91341,9.15895,9.36941,9.54909,9.89186
"291","Pcod_trawl_fishery",3,1,2006,0,0.145621,0.550365,1.19302,1.9832,2.83232,3.67529,4.47234,5.20526,5.87062,6.47141,7.01158,7.49438,7.92266,8.29947,8.62837,8.91341,9.15895,9.36941,9.54909,9.89186
"301","Pcod_trawl_fishery",3,1,2007,0,0.132961,0.50136,1.0802,1.78414,2.53347,3.2778,4.00065,4.69976,5.36912,5.9984,6.57817,7.1026,7.56973,7.98064,8.3385,8.64768,8.91315,9.14,9.33314,9.68963
"311","Pcod_trawl_fishery",3,1,2008,0,0.132961,0.50136,1.0802,1.78414,2.53347,3.2778,4.00065,4.69976,5.36912,5.9984,6.57817,7.1026,7.56973,7.98064,8.3385,8.64768,8.91315,9.14,9.33314,9.68963
"321","Pcod_trawl_fishery",3,1,2009,0,0.132961,0.50136,1.0802,1.78414,2.53347,3.2778,4.00065,4.69976,5.36912,5.9984,6.57817,7.1026,7.56973,7.98064,8.3385,8.64768,8.91315,9.14,9.33314,9.68963
"331","Pcod_trawl_fishery",3,1,2010,0,0.132961,0.50136,1.0802,1.78414,2.53347,3.2778,4.00065,4.69976,5.36912,5.9984,6.57817,7.1026,7.56973,7.98064,8.3385,8.64768,8.91315,9.14,9.33314,9.68963
"341","Pcod_trawl_fishery",3,1,2011,0,0.132961,0.50136,1.0802,1.78414,2.53347,3.2778,4.00065,4.69976,5.36912,5.9984,6.57817,7.1026,7.56973,7.98064,8.3385,8.64768,8.91315,9.14,9.33314,9.68963
"351","Pcod_trawl_fishery",3,1,2012,0,0.132961,0.50136,1.0802,1.78414,2.53347,3.2778,4.00065,4.69976,5.36912,5.9984,6.57817,7.1026,7.56973,7.98064,8.3385,8.64768,8.91315,9.14,9.33314,9.68963
"361","Pcod_trawl_fishery",3,1,2013,0,0.132961,0.50136,1.0802,1.78414,2.53347,3.2778,4.00065,4.69976,5.36912,5.9984,6.57817,7.1026,7.56973,7.98064,8.3385,8.64768,8.91315,9.14,9.33314,9.68963
"371","Pcod_trawl_fishery",3,1,2014,0,0.132961,0.50136,1.0802,1.78414,2.53347,3.2778,4.00065,4.69976,5.36912,5.9984,6.57817,7.1026,7.56973,7.98064,8.3385,8.64768,8.91315,9.14,9.33314,9.68963
"381","Pcod_trawl_fishery",3,1,2015,0,0.132961,0.50136,1.0802,1.78414,2.53347,3.2778,4.00065,4.69976,5.36912,5.9984,6.57817,7.1026,7.56973,7.98064,8.3385,8.64768,8.91315,9.14,9.33314,9.68963
"391","Pcod_trawl_fishery",3,1,2016,0,0.132961,0.50136,1.0802,1.78414,2.53347,3.2778,4.00065,4.69976,5.36912,5.9984,6.57817,7.1026,7.56973,7.98064,8.3385,8.64768,8.91315,9.14,9.33314,9.68963
"401","Pcod_trawl_fishery",3,1,2017,0,0.184349,0.629746,1.27059,1.99442,2.71957,3.41537,4.09065,4.75491,5.40213,6.01827,6.59042,7.11041,7.5749,7.98421,8.34105,8.64958,8.91461,9.14116,9.33408,9.69051
"411","Pcod_trawl_fishery",3,1,2018,0,0.184349,0.629746,1.27059,1.99442,2.71957,3.41537,4.09065,4.75491,5.40213,6.01827,6.59042,7.11041,7.5749,7.98421,8.34105,8.64958,8.91461,9.14116,9.33408,9.69051
"421","Pcod_trawl_fishery",3,1,2019,0,0.184349,0.629746,1.27059,1.99442,2.71957,3.41537,4.09065,4.75491,5.40213,6.01827,6.59042,7.11041,7.5749,7.98421,8.34105,8.64958,8.91461,9.14116,9.33408,9.69051
"431","Pcod_trawl_fishery",3,1,2020,0,0.184349,0.629746,1.27059,1.99442,2.71957,3.41537,4.09065,4.75491,5.40213,6.01827,6.59042,7.11041,7.5749,7.98421,8.34105,8.64958,8.91461,9.14116,9.33408,9.69051
"441","Pcod_trawl_fishery",3,1,2021,0,0.184349,0.629746,1.27059,1.99442,2.71957,3.41537,4.09065,4.75491,5.40213,6.01827,6.59042,7.11041,7.5749,7.98421,8.34105,8.64958,8.91461,9.14116,9.33408,9.69051
"451","Pcod_trawl_fishery",3,1,2022,0,0.184349,0.629746,1.27059,1.99442,2.71957,3.41537,4.09065,4.75491,5.40213,6.01827,6.59042,7.11041,7.5749,7.98421,8.34105,8.64958,8.91461,9.14116,9.33408,9.69051
"461","Pcod_trawl_fishery",3,1,2023,0,0.184349,0.629746,1.27059,1.99442,2.71957,3.41537,4.09065,4.75491,5.40213,6.01827,6.59042,7.11041,7.5749,7.98421,8.34105,8.64958,8.91461,9.14116,9.33408,9.69051
"2","Pcod_longline_fishery",4,1,1977,0,0.203012,0.641427,1.22292,1.83973,2.4608,3.11891,3.82302,4.54399,5.24646,5.90573,6.50854,7.0496,7.52847,7.94767,8.31145,8.62492,8.89355,9.12277,9.3177,9.67547
"12","Pcod_longline_fishery",4,1,1978,0,0.208378,0.634152,1.17686,1.7441,2.34745,3.0268,3.76288,4.50847,5.22593,5.89358,6.50103,7.0447,7.5251,7.94524,8.30961,8.62347,8.89237,9.12178,9.31684,9.67467
"22","Pcod_longline_fishery",4,1,1979,0,0.196585,0.62214,1.18631,1.78648,2.4034,3.07241,3.79196,4.52517,5.23533,5.89903,6.50434,7.04683,7.52655,7.94628,8.31038,8.62408,8.89286,9.12219,9.3172,9.675
"32","Pcod_longline_fishery",4,1,1980,0,0.159574,0.556155,1.13349,1.7914,2.46532,3.15058,3.85688,4.57033,5.26476,5.91806,6.51694,7.05548,7.53275,7.95091,8.31398,8.62697,8.89526,9.12423,9.31899,9.67666
"42","Pcod_longline_fishery",4,1,1981,0,0.257461,0.695802,1.19481,1.7029,2.28963,2.98445,3.73892,4.49605,5.21948,5.89008,6.499,7.04344,7.52427,7.94466,8.30918,8.62314,8.89211,9.12156,9.31666,9.67449
"52","Pcod_longline_fishery",4,1,1982,0,0.237378,0.655027,1.13958,1.64823,2.25172,2.96457,3.72986,4.49201,5.21759,5.88913,6.49848,7.04314,7.52408,7.94453,8.30909,8.62307,8.89205,9.12151,9.31662,9.67445
"62","Pcod_longline_fishery",4,1,1983,0,0.288723,0.739288,1.22734,1.71772,2.29422,2.9854,3.73898,4.49597,5.21941,5.89003,6.49897,7.04342,7.52426,7.94465,8.30917,8.62313,8.8921,9.12155,9.31665,9.67448
"72","Pcod_longline_fishery",4,1,1984,0,0.193838,0.62395,1.20455,1.82841,2.45788,3.12035,3.82539,4.54597,5.24785,5.90666,6.50917,7.05003,7.52878,7.94791,8.31163,8.62506,8.89367,9.12287,9.31779,9.67556
"82","Pcod_longline_fishery",4,1,1985,0,0.137883,0.523173,1.13493,1.88649,2.69336,3.49418,4.25438,4.96229,5.61753,6.22102,6.7722,7.27005,7.71445,8.10672,8.44959,8.74682,9.00278,9.22206,9.40912,9.75987
"92","Pcod_longline_fishery",4,1,1986,0,0.14677,0.544503,1.16282,1.9086,2.69651,3.46921,4.20133,4.88995,5.53689,6.1404,6.69624,7.20061,7.65174,8.0502,8.39843,8.70019,8.9599,9.18225,9.37185,9.72521
"102","Pcod_longline_fishery",4,1,1987,0,0.200591,0.635564,1.21382,1.8285,2.44967,3.11012,3.81714,4.5404,5.24432,5.90443,6.50772,7.04905,7.52808,7.94739,8.31123,8.62475,8.89341,9.12265,9.3176,9.67538
"112","Pcod_longline_fishery",4,1,1988,0,0.223225,0.669882,1.23301,1.81255,2.40977,3.07024,3.78838,4.52237,5.2335,5.89786,6.50358,7.04632,7.52619,7.94601,8.31018,8.62392,8.89273,9.12208,9.3171,9.67491
"122","Pcod_longline_fishery",4,1,1989,0,0.196344,0.624921,1.19668,1.80663,2.42769,3.09278,3.80565,4.53344,5.2402,5.90194,6.50616,7.04802,7.52737,7.94687,8.31084,8.62444,8.89316,9.12244,9.31741,9.6752
"132","Pcod_longline_fishery",4,1,1990,0,0.193293,0.639304,1.26001,1.94186,2.61663,3.28118,3.95603,4.63958,5.31137,5.94938,6.53843,7.07071,7.54394,7.95944,8.32072,8.63247,8.89988,9.12821,9.32248,9.67989
"142","Pcod_longline_fishery",4,1,1991,0,0.193293,0.639304,1.26001,1.94186,2.61663,3.28118,3.95603,4.63958,5.31137,5.94938,6.53843,7.07071,7.54394,7.95944,8.32072,8.63247,8.89988,9.12821,9.32248,9.67989
"152","Pcod_longline_fishery",4,1,1992,0,0.193293,0.639304,1.26001,1.94186,2.61663,3.28118,3.95603,4.63958,5.31137,5.94938,6.53843,7.07071,7.54394,7.95944,8.32072,8.63247,8.89988,9.12821,9.32248,9.67989
"162","Pcod_longline_fishery",4,1,1993,0,0.193293,0.639304,1.26001,1.94186,2.61663,3.28118,3.95603,4.63958,5.31137,5.94938,6.53843,7.07071,7.54394,7.95944,8.32072,8.63247,8.89988,9.12821,9.32248,9.67989
"172","Pcod_longline_fishery",4,1,1994,0,0.193293,0.639304,1.26001,1.94186,2.61663,3.28118,3.95603,4.63958,5.31137,5.94938,6.53843,7.07071,7.54394,7.95944,8.32072,8.63247,8.89988,9.12821,9.32248,9.67989
"182","Pcod_longline_fishery",4,1,1995,0,0.193293,0.639304,1.26001,1.94186,2.61663,3.28118,3.95603,4.63958,5.31137,5.94938,6.53843,7.07071,7.54394,7.95944,8.32072,8.63247,8.89988,9.12821,9.32248,9.67989
"192","Pcod_longline_fishery",4,1,1996,0,0.193293,0.639304,1.26001,1.94186,2.61663,3.28118,3.95603,4.63958,5.31137,5.94938,6.53843,7.07071,7.54394,7.95944,8.32072,8.63247,8.89988,9.12821,9.32248,9.67989
"202","Pcod_longline_fishery",4,1,1997,0,0.193293,0.639304,1.26001,1.94186,2.61663,3.28118,3.95603,4.63958,5.31137,5.94938,6.53843,7.07071,7.54394,7.95944,8.32072,8.63247,8.89988,9.12821,9.32248,9.67989
"212","Pcod_longline_fishery",4,1,1998,0,0.193293,0.639304,1.26001,1.94186,2.61663,3.28118,3.95603,4.63958,5.31137,5.94938,6.53843,7.07071,7.54394,7.95944,8.32072,8.63247,8.89988,9.12821,9.32248,9.67989
"222","Pcod_longline_fishery",4,1,1999,0,0.193293,0.639304,1.26001,1.94186,2.61663,3.28118,3.95603,4.63958,5.31137,5.94938,6.53843,7.07071,7.54394,7.95944,8.32072,8.63247,8.89988,9.12821,9.32248,9.67989
"232","Pcod_longline_fishery",4,1,2000,0,0.193293,0.639304,1.26001,1.94186,2.61663,3.28118,3.95603,4.63958,5.31137,5.94938,6.53843,7.07071,7.54394,7.95944,8.32072,8.63247,8.89988,9.12821,9.32248,9.67989
"242","Pcod_longline_fishery",4,1,2001,0,0.193293,0.639304,1.26001,1.94186,2.61663,3.28118,3.95603,4.63958,5.31137,5.94938,6.53843,7.07071,7.54394,7.95944,8.32072,8.63247,8.89988,9.12821,9.32248,9.67989
"252","Pcod_longline_fishery",4,1,2002,0,0.193293,0.639304,1.26001,1.94186,2.61663,3.28118,3.95603,4.63958,5.31137,5.94938,6.53843,7.07071,7.54394,7.95944,8.32072,8.63247,8.89988,9.12821,9.32248,9.67989
"262","Pcod_longline_fishery",4,1,2003,0,0.193293,0.639304,1.26001,1.94186,2.61663,3.28118,3.95603,4.63958,5.31137,5.94938,6.53843,7.07071,7.54394,7.95944,8.32072,8.63247,8.89988,9.12821,9.32248,9.67989
"272","Pcod_longline_fishery",4,1,2004,0,0.193293,0.639304,1.26001,1.94186,2.61663,3.28118,3.95603,4.63958,5.31137,5.94938,6.53843,7.07071,7.54394,7.95944,8.32072,8.63247,8.89988,9.12821,9.32248,9.67989
"282","Pcod_longline_fishery",4,1,2005,0,0.232657,0.70342,1.3033,1.92014,2.5279,3.16703,3.85375,4.56241,5.25737,5.91233,6.51271,7.05235,7.53039,7.94908,8.31252,8.62577,8.89425,9.12336,9.31821,9.67595
"292","Pcod_longline_fishery",4,1,2006,0,0.232657,0.70342,1.3033,1.92014,2.5279,3.16703,3.85375,4.56241,5.25737,5.91233,6.51271,7.05235,7.53039,7.94908,8.31252,8.62577,8.89425,9.12336,9.31821,9.67595
"302","Pcod_longline_fishery",4,1,2007,0,0.219552,0.688021,1.30694,1.95961,2.59621,3.23889,3.91171,4.60312,5.28435,5.93008,6.52462,7.06063,7.53637,7.95358,8.31603,8.62861,8.89661,9.12538,9.31998,9.67759
"312","Pcod_longline_fishery",4,1,2008,0,0.219552,0.688021,1.30694,1.95961,2.59621,3.23889,3.91171,4.60312,5.28435,5.93008,6.52462,7.06063,7.53637,7.95358,8.31603,8.62861,8.89661,9.12538,9.31998,9.67759
"322","Pcod_longline_fishery",4,1,2009,0,0.219552,0.688021,1.30694,1.95961,2.59621,3.23889,3.91171,4.60312,5.28435,5.93008,6.52462,7.06063,7.53637,7.95358,8.31603,8.62861,8.89661,9.12538,9.31998,9.67759
"332","Pcod_longline_fishery",4,1,2010,0,0.219552,0.688021,1.30694,1.95961,2.59621,3.23889,3.91171,4.60312,5.28435,5.93008,6.52462,7.06063,7.53637,7.95358,8.31603,8.62861,8.89661,9.12538,9.31998,9.67759
"342","Pcod_longline_fishery",4,1,2011,0,0.219552,0.688021,1.30694,1.95961,2.59621,3.23889,3.91171,4.60312,5.28435,5.93008,6.52462,7.06063,7.53637,7.95358,8.31603,8.62861,8.89661,9.12538,9.31998,9.67759
"352","Pcod_longline_fishery",4,1,2012,0,0.219552,0.688021,1.30694,1.95961,2.59621,3.23889,3.91171,4.60312,5.28435,5.93008,6.52462,7.06063,7.53637,7.95358,8.31603,8.62861,8.89661,9.12538,9.31998,9.67759
"362","Pcod_longline_fishery",4,1,2013,0,0.219552,0.688021,1.30694,1.95961,2.59621,3.23889,3.91171,4.60312,5.28435,5.93008,6.52462,7.06063,7.53637,7.95358,8.31603,8.62861,8.89661,9.12538,9.31998,9.67759
"372","Pcod_longline_fishery",4,1,2014,0,0.219552,0.688021,1.30694,1.95961,2.59621,3.23889,3.91171,4.60312,5.28435,5.93008,6.52462,7.06063,7.53637,7.95358,8.31603,8.62861,8.89661,9.12538,9.31998,9.67759
"382","Pcod_longline_fishery",4,1,2015,0,0.219552,0.688021,1.30694,1.95961,2.59621,3.23889,3.91171,4.60312,5.28435,5.93008,6.52462,7.06063,7.53637,7.95358,8.31603,8.62861,8.89661,9.12538,9.31998,9.67759
"392","Pcod_longline_fishery",4,1,2016,0,0.219552,0.688021,1.30694,1.95961,2.59621,3.23889,3.91171,4.60312,5.28435,5.93008,6.52462,7.06063,7.53637,7.95358,8.31603,8.62861,8.89661,9.12538,9.31998,9.67759
"402","Pcod_longline_fishery",4,1,2017,0,0.162739,0.572995,1.17827,1.87593,2.58799,3.28624,3.97765,4.66427,5.33305,5.96668,6.55179,7.08103,7.55203,7.96593,8.32605,8.63696,8.90374,9.1316,9.32552,9.68266
"412","Pcod_longline_fishery",4,1,2018,0,0.162739,0.572995,1.17827,1.87593,2.58799,3.28624,3.97765,4.66427,5.33305,5.96668,6.55179,7.08103,7.55203,7.96593,8.32605,8.63696,8.90374,9.1316,9.32552,9.68266
"422","Pcod_longline_fishery",4,1,2019,0,0.162739,0.572995,1.17827,1.87593,2.58799,3.28624,3.97765,4.66427,5.33305,5.96668,6.55179,7.08103,7.55203,7.96593,8.32605,8.63696,8.90374,9.1316,9.32552,9.68266
"432","Pcod_longline_fishery",4,1,2020,0,0.162739,0.572995,1.17827,1.87593,2.58799,3.28624,3.97765,4.66427,5.33305,5.96668,6.55179,7.08103,7.55203,7.96593,8.32605,8.63696,8.90374,9.1316,9.32552,9.68266
"442","Pcod_longline_fishery",4,1,2021,0,0.162739,0.572995,1.17827,1.87593,2.58799,3.28624,3.97765,4.66427,5.33305,5.96668,6.55179,7.08103,7.55203,7.96593,8.32605,8.63696,8.90374,9.1316,9.32552,9.68266
"452","Pcod_longline_fishery",4,1,2022,0,0.162739,0.572995,1.17827,1.87593,2.58799,3.28624,3.97765,4.66427,5.33305,5.96668,6.55179,7.08103,7.55203,7.96593,8.32605,8.63696,8.90374,9.1316,9.32552,9.68266
"462","Pcod_longline_fishery",4,1,2023,0,0.162739,0.572995,1.17827,1.87593,2.58799,3.28624,3.97765,4.66427,5.33305,5.96668,6.55179,7.08103,7.55203,7.96593,8.32605,8.63696,8.90374,9.1316,9.32552,9.68266
"3","Pcod_pot_fishery",5,1,1977,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"13","Pcod_pot_fishery",5,1,1978,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"23","Pcod_pot_fishery",5,1,1979,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"33","Pcod_pot_fishery",5,1,1980,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"43","Pcod_pot_fishery",5,1,1981,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"53","Pcod_pot_fishery",5,1,1982,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"63","Pcod_pot_fishery",5,1,1983,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"73","Pcod_pot_fishery",5,1,1984,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"83","Pcod_pot_fishery",5,1,1985,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"93","Pcod_pot_fishery",5,1,1986,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"103","Pcod_pot_fishery",5,1,1987,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"113","Pcod_pot_fishery",5,1,1988,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"123","Pcod_pot_fishery",5,1,1989,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"133","Pcod_pot_fishery",5,1,1990,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"143","Pcod_pot_fishery",5,1,1991,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"153","Pcod_pot_fishery",5,1,1992,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"163","Pcod_pot_fishery",5,1,1993,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"173","Pcod_pot_fishery",5,1,1994,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"183","Pcod_pot_fishery",5,1,1995,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"193","Pcod_pot_fishery",5,1,1996,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"203","Pcod_pot_fishery",5,1,1997,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"213","Pcod_pot_fishery",5,1,1998,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"223","Pcod_pot_fishery",5,1,1999,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"233","Pcod_pot_fishery",5,1,2000,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"243","Pcod_pot_fishery",5,1,2001,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"253","Pcod_pot_fishery",5,1,2002,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"263","Pcod_pot_fishery",5,1,2003,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"273","Pcod_pot_fishery",5,1,2004,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"283","Pcod_pot_fishery",5,1,2005,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"293","Pcod_pot_fishery",5,1,2006,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"303","Pcod_pot_fishery",5,1,2007,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"313","Pcod_pot_fishery",5,1,2008,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"323","Pcod_pot_fishery",5,1,2009,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"333","Pcod_pot_fishery",5,1,2010,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"343","Pcod_pot_fishery",5,1,2011,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
"353","Pcod_pot_fishery",5,1,2012,0,0.262699,0.781224,1.42919,2.08424,2.68851,3.2414,3.77724,4.33318,4.9215,5.52648,6.12007,6.67751,7.18371,7.63261,8.0243,8.36231,8.6518,8.89842,9.10775,9.47945
