"","Pred","Pred_species","Prey","Prey_species","PredSex","PreySex","PredAge","PreyAge","propPreyAge"
"8205",2,"Arrowtooth",4,"P_Halibut",1,1,"2",10,0
"9382",2,"Arrowtooth",4,"P_Halibut",2,2,"2",10,0
"6846",2,"Arrowtooth",4,"P_Halibut",2,1,"2",11,0
"7100",2,"Arrowtooth",4,"P_Halibut",1,2,"2",11,0
"8206",2,"Arrowtooth",4,"P_Halibut",1,1,"2",11,0
"9383",2,"Arrowtooth",4,"P_Halibut",2,2,"2",11,0
"6874",2,"Arrowtooth",4,"P_Halibut",2,1,"2",12,0
"7020",2,"Arrowtooth",4,"P_Halibut",1,2,"2",12,0
"8207",2,"Arrowtooth",4,"P_Halibut",1,1,"2",12,0
"9384",2,"Arrowtooth",4,"P_Halibut",2,2,"2",12,0
"6745",2,"Arrowtooth",4,"P_Halibut",2,1,"2",13,0
"7021",2,"Arrowtooth",4,"P_Halibut",1,2,"2",13,0
"7963",2,"Arrowtooth",4,"P_Halibut",1,1,"2",13,0
"9385",2,"Arrowtooth",4,"P_Halibut",2,2,"2",13,0
"6705",2,"Arrowtooth",4,"P_Halibut",2,1,"2",14,0
"7062",2,"Arrowtooth",4,"P_Halibut",1,2,"2",14,0
"7843",2,"Arrowtooth",4,"P_Halibut",1,1,"2",14,0
"9386",2,"Arrowtooth",4,"P_Halibut",2,2,"2",14,0
"6877",2,"Arrowtooth",4,"P_Halibut",2,1,"2",15,0
"7103",2,"Arrowtooth",4,"P_Halibut",1,2,"2",15,0
"8210",2,"Arrowtooth",4,"P_Halibut",1,1,"2",15,0
"9387",2,"Arrowtooth",4,"P_Halibut",2,2,"2",15,0
"6918",2,"Arrowtooth",4,"P_Halibut",2,1,"2",16,0
"7064",2,"Arrowtooth",4,"P_Halibut",1,2,"2",16,0
"8211",2,"Arrowtooth",4,"P_Halibut",1,1,"2",16,0
"9388",2,"Arrowtooth",4,"P_Halibut",2,2,"2",16,0
"6919",2,"Arrowtooth",4,"P_Halibut",2,1,"2",17,0
"7065",2,"Arrowtooth",4,"P_Halibut",1,2,"2",17,0
"7969",2,"Arrowtooth",4,"P_Halibut",1,1,"2",17,0
"9389",2,"Arrowtooth",4,"P_Halibut",2,2,"2",17,0
"6920",2,"Arrowtooth",4,"P_Halibut",2,1,"2",18,0
"7106",2,"Arrowtooth",4,"P_Halibut",1,2,"2",18,0
"7970",2,"Arrowtooth",4,"P_Halibut",1,1,"2",18,0
"9390",2,"Arrowtooth",4,"P_Halibut",2,2,"2",18,0
"6961",2,"Arrowtooth",4,"P_Halibut",2,1,"2",19,0
"7107",2,"Arrowtooth",4,"P_Halibut",1,2,"2",19,0
"7971",2,"Arrowtooth",4,"P_Halibut",1,1,"2",19,0
"9391",2,"Arrowtooth",4,"P_Halibut",2,2,"2",19,0
"6962",2,"Arrowtooth",4,"P_Halibut",2,1,"2",20,0
"7068",2,"Arrowtooth",4,"P_Halibut",1,2,"2",20,0
"7851",2,"Arrowtooth",4,"P_Halibut",1,1,"2",20,0
"9392",2,"Arrowtooth",4,"P_Halibut",2,2,"2",20,0
"7003",2,"Arrowtooth",4,"P_Halibut",2,1,"2",21,0
"7109",2,"Arrowtooth",4,"P_Halibut",1,2,"2",21,0
"7852",2,"Arrowtooth",4,"P_Halibut",1,1,"2",21,0
"9393",2,"Arrowtooth",4,"P_Halibut",2,2,"2",21,0
"6924",2,"Arrowtooth",4,"P_Halibut",2,1,"2",22,0
"7150",2,"Arrowtooth",4,"P_Halibut",1,2,"2",22,0
"7853",2,"Arrowtooth",4,"P_Halibut",1,1,"2",22,0
"9394",2,"Arrowtooth",4,"P_Halibut",2,2,"2",22,0
"6925",2,"Arrowtooth",4,"P_Halibut",2,1,"2",23,0
"7111",2,"Arrowtooth",4,"P_Halibut",1,2,"2",23,0
"7854",2,"Arrowtooth",4,"P_Halibut",1,1,"2",23,0
"9395",2,"Arrowtooth",4,"P_Halibut",2,2,"2",23,0
"6926",2,"Arrowtooth",4,"P_Halibut",2,1,"2",24,0
"7112",2,"Arrowtooth",4,"P_Halibut",1,2,"2",24,0
"7490",2,"Arrowtooth",4,"P_Halibut",1,1,"2",24,0
"9396",2,"Arrowtooth",4,"P_Halibut",2,2,"2",24,0
"6887",2,"Arrowtooth",4,"P_Halibut",2,1,"2",25,0
"7113",2,"Arrowtooth",4,"P_Halibut",1,2,"2",25,0
"7489",2,"Arrowtooth",4,"P_Halibut",1,1,"2",25,0
"9397",2,"Arrowtooth",4,"P_Halibut",2,2,"2",25,0
"6821",2,"Arrowtooth",4,"P_Halibut",2,1,"2",26,0
"7114",2,"Arrowtooth",4,"P_Halibut",1,2,"2",26,0
"7287",2,"Arrowtooth",4,"P_Halibut",1,1,"2",26,0
"9398",2,"Arrowtooth",4,"P_Halibut",2,2,"2",26,0
"7155",2,"Arrowtooth",4,"P_Halibut",1,2,"2",27,0
"7493",2,"Arrowtooth",4,"P_Halibut",1,1,"2",27,0
"9369",2,"Arrowtooth",4,"P_Halibut",2,1,"2",27,0
"9399",2,"Arrowtooth",4,"P_Halibut",2,2,"2",27,0
"7116",2,"Arrowtooth",4,"P_Halibut",1,2,"2",28,0
"7291",2,"Arrowtooth",4,"P_Halibut",1,1,"2",28,0
"9370",2,"Arrowtooth",4,"P_Halibut",2,1,"2",28,0
"9400",2,"Arrowtooth",4,"P_Halibut",2,2,"2",28,0
"7117",2,"Arrowtooth",4,"P_Halibut",1,2,"2",29,0
"7252",2,"Arrowtooth",4,"P_Halibut",1,1,"2",29,0
"9371",2,"Arrowtooth",4,"P_Halibut",2,1,"2",29,0
"9401",2,"Arrowtooth",4,"P_Halibut",2,2,"2",29,0
"7158",2,"Arrowtooth",4,"P_Halibut",1,2,"2",30,0
"7496",2,"Arrowtooth",4,"P_Halibut",1,1,"2",30,0
"9372",2,"Arrowtooth",4,"P_Halibut",2,1,"2",30,0
"9402",2,"Arrowtooth",4,"P_Halibut",2,2,"2",30,0
"14576",2,"Arrowtooth",1,"W_Pollock",1,0,"3",1,0.0141485503353278
"14993",2,"Arrowtooth",1,"W_Pollock",2,0,"3",1,0.0138828016355711
"14577",2,"Arrowtooth",1,"W_Pollock",1,0,"3",2,0.000314678702869417
"14994",2,"Arrowtooth",1,"W_Pollock",2,0,"3",2,0.00037236273707413
"14346",2,"Arrowtooth",1,"W_Pollock",2,0,"3",3,7.53250493803998e-06
"14578",2,"Arrowtooth",1,"W_Pollock",1,0,"3",3,2.84814615558864e-06
"14307",2,"Arrowtooth",1,"W_Pollock",2,0,"3",4,1.45374180544594e-07
"14579",2,"Arrowtooth",1,"W_Pollock",1,0,"3",4,0
"14308",2,"Arrowtooth",1,"W_Pollock",2,0,"3",5,2.02102172173045e-06
"14580",2,"Arrowtooth",1,"W_Pollock",1,0,"3",5,1.98672104363553e-06
"14349",2,"Arrowtooth",1,"W_Pollock",2,0,"3",6,0
"14581",2,"Arrowtooth",1,"W_Pollock",1,0,"3",6,0
"14310",2,"Arrowtooth",1,"W_Pollock",2,0,"3",7,0
"14582",2,"Arrowtooth",1,"W_Pollock",1,0,"3",7,0
"14311",2,"Arrowtooth",1,"W_Pollock",2,0,"3",8,0
"14947",2,"Arrowtooth",1,"W_Pollock",1,0,"3",8,0
"14312",2,"Arrowtooth",1,"W_Pollock",2,0,"3",9,0
"14584",2,"Arrowtooth",1,"W_Pollock",1,0,"3",9,0
"14313",2,"Arrowtooth",1,"W_Pollock",2,0,"3",10,0
"14585",2,"Arrowtooth",1,"W_Pollock",1,0,"3",10,0
"249",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",1,0.000202769773775224
"270",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",1,0.000201062063990533
"1781",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",1,0.00020647957966994
"2853",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",1,0.000208228898973901
"250",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",2,0
"271",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",2,0
"2854",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",2,1.36778090871569e-07
"2875",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",2,1.39241387272596e-07
"251",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",3,0
"272",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",3,0
"2855",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",3,0
"2876",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",3,0
"252",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",4,0
"273",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",4,0
"2856",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",4,0
"2877",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",4,0
"253",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",5,0
"274",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",5,0
"2857",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",5,0
"2878",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",5,0
"254",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",6,0
"275",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",6,0
"2858",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",6,0
"2879",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",6,0
"255",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",7,0
"276",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",7,0
"2859",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",7,0
"2880",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",7,0
"256",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",8,0
"277",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",8,0
"2860",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",8,0
"2881",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",8,0
"257",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",9,0
"278",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",9,0
"2861",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",9,0
"2882",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",9,0
"258",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",10,0
"279",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",10,0
"2862",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",10,0
"2883",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",10,0
"259",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",11,0
"280",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",11,0
"2863",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",11,0
"2884",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",11,0
"260",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",12,0
"281",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",12,0
"2864",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",12,0
"2885",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",12,0
"261",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",13,0
"282",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",13,0
"2865",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",13,0
"2886",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",13,0
"262",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",14,0
"283",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",14,0
"2866",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",14,0
"2887",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",14,0
"263",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",15,0
"284",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",15,0
"2867",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",15,0
"2888",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",15,0
"264",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",16,0
"285",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",16,0
"2868",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",16,0
"2889",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",16,0
"265",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",17,0
"286",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",17,0
"2869",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",17,0
"2890",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",17,0
"266",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",18,0
"287",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",18,0
"2870",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",18,0
"2891",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",18,0
"267",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",19,0
"288",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",19,0
"2871",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",19,0
"2892",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",19,0
"268",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",20,0
"289",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",20,0
"2872",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",20,0
"2893",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",20,0
"269",2,"Arrowtooth",2,"Arrowtooth",1,1,"3",21,0
"290",2,"Arrowtooth",2,"Arrowtooth",1,2,"3",21,0
"1780",2,"Arrowtooth",2,"Arrowtooth",2,1,"3",21,0
"2894",2,"Arrowtooth",2,"Arrowtooth",2,2,"3",21,0
"6175",2,"Arrowtooth",3,"P_Cod",2,0,"3",1,2.3138766038474e-05
"6585",2,"Arrowtooth",3,"P_Cod",1,0,"3",1,1.61199726726744e-05
"5647",2,"Arrowtooth",3,"P_Cod",2,0,"3",2,1.78682060718475e-06
"6327",2,"Arrowtooth",3,"P_Cod",1,0,"3",2,0
"5648",2,"Arrowtooth",3,"P_Cod",2,0,"3",3,5.87011316460324e-08
"6288",2,"Arrowtooth",3,"P_Cod",1,0,"3",3,0
"6057",2,"Arrowtooth",3,"P_Cod",2,0,"3",4,0
"6561",2,"Arrowtooth",3,"P_Cod",1,0,"3",4,0
"5651",2,"Arrowtooth",3,"P_Cod",2,0,"3",5,0
"6535",2,"Arrowtooth",3,"P_Cod",1,0,"3",5,0
"5652",2,"Arrowtooth",3,"P_Cod",2,0,"3",6,0
"6505",2,"Arrowtooth",3,"P_Cod",1,0,"3",6,0
"5776",2,"Arrowtooth",3,"P_Cod",2,0,"3",7,0
"6465",2,"Arrowtooth",3,"P_Cod",1,0,"3",7,0
"5777",2,"Arrowtooth",3,"P_Cod",2,0,"3",8,0
"6617",2,"Arrowtooth",3,"P_Cod",1,0,"3",8,0
"5818",2,"Arrowtooth",3,"P_Cod",2,0,"3",9,0
"6468",2,"Arrowtooth",3,"P_Cod",1,0,"3",9,0
"5738",2,"Arrowtooth",3,"P_Cod",2,0,"3",10,0
"6428",2,"Arrowtooth",3,"P_Cod",1,0,"3",10,0
"5780",2,"Arrowtooth",3,"P_Cod",2,0,"3",11,0
"6592",2,"Arrowtooth",3,"P_Cod",1,0,"3",11,0
"5821",2,"Arrowtooth",3,"P_Cod",2,0,"3",12,0
"6567",2,"Arrowtooth",3,"P_Cod",1,0,"3",12,0
"7031",2,"Arrowtooth",4,"P_Halibut",2,1,"3",1,2.87038233742518e-06
"7621",2,"Arrowtooth",4,"P_Halibut",1,2,"3",1,3.05889807673862e-06
"7956",2,"Arrowtooth",4,"P_Halibut",1,1,"3",1,3.05889807673862e-06
"9497",2,"Arrowtooth",4,"P_Halibut",2,2,"3",1,2.87038233742518e-06
"6992",2,"Arrowtooth",4,"P_Halibut",2,1,"3",2,2.87038233742518e-06
"7338",2,"Arrowtooth",4,"P_Halibut",1,2,"3",2,3.05889807673862e-06
"8321",2,"Arrowtooth",4,"P_Halibut",1,1,"3",2,3.05889807673862e-06
"9498",2,"Arrowtooth",4,"P_Halibut",2,2,"3",2,2.87038233742518e-06
"6993",2,"Arrowtooth",4,"P_Halibut",2,1,"3",3,0
"7379",2,"Arrowtooth",4,"P_Halibut",1,2,"3",3,0
"8322",2,"Arrowtooth",4,"P_Halibut",1,1,"3",3,0
"9499",2,"Arrowtooth",4,"P_Halibut",2,2,"3",3,0
"7034",2,"Arrowtooth",4,"P_Halibut",2,1,"3",4,0
"7340",2,"Arrowtooth",4,"P_Halibut",1,2,"3",4,0
"8323",2,"Arrowtooth",4,"P_Halibut",1,1,"3",4,0
"9500",2,"Arrowtooth",4,"P_Halibut",2,2,"3",4,0
"7075",2,"Arrowtooth",4,"P_Halibut",2,1,"3",5,0
"7341",2,"Arrowtooth",4,"P_Halibut",1,2,"3",5,0
"8324",2,"Arrowtooth",4,"P_Halibut",1,1,"3",5,0
"9501",2,"Arrowtooth",4,"P_Halibut",2,2,"3",5,0
"7036",2,"Arrowtooth",4,"P_Halibut",2,1,"3",6,0
"7382",2,"Arrowtooth",4,"P_Halibut",1,2,"3",6,0
"8325",2,"Arrowtooth",4,"P_Halibut",1,1,"3",6,0
"9502",2,"Arrowtooth",4,"P_Halibut",2,2,"3",6,0
"7037",2,"Arrowtooth",4,"P_Halibut",2,1,"3",7,0
"7423",2,"Arrowtooth",4,"P_Halibut",1,2,"3",7,0
"8326",2,"Arrowtooth",4,"P_Halibut",1,1,"3",7,0
"9503",2,"Arrowtooth",4,"P_Halibut",2,2,"3",7,0
"7078",2,"Arrowtooth",4,"P_Halibut",2,1,"3",8,0
"7384",2,"Arrowtooth",4,"P_Halibut",1,2,"3",8,0
"8327",2,"Arrowtooth",4,"P_Halibut",1,1,"3",8,0
"9504",2,"Arrowtooth",4,"P_Halibut",2,2,"3",8,0
"6955",2,"Arrowtooth",4,"P_Halibut",2,1,"3",9,0
"7385",2,"Arrowtooth",4,"P_Halibut",1,2,"3",9,0
"7964",2,"Arrowtooth",4,"P_Halibut",1,1,"3",9,0
"9505",2,"Arrowtooth",4,"P_Halibut",2,2,"3",9,0
"6916",2,"Arrowtooth",4,"P_Halibut",2,1,"3",10,0
"7142",2,"Arrowtooth",4,"P_Halibut",1,2,"3",10,0
"8329",2,"Arrowtooth",4,"P_Halibut",1,1,"3",10,0
"9506",2,"Arrowtooth",4,"P_Halibut",2,2,"3",10,0
"6917",2,"Arrowtooth",4,"P_Halibut",2,1,"3",11,0
"7183",2,"Arrowtooth",4,"P_Halibut",1,2,"3",11,0
"8330",2,"Arrowtooth",4,"P_Halibut",1,1,"3",11,0
"9507",2,"Arrowtooth",4,"P_Halibut",2,2,"3",11,0
"6958",2,"Arrowtooth",4,"P_Halibut",2,1,"3",12,0
"7144",2,"Arrowtooth",4,"P_Halibut",1,2,"3",12,0
"8331",2,"Arrowtooth",4,"P_Halibut",1,1,"3",12,0
"9508",2,"Arrowtooth",4,"P_Halibut",2,2,"3",12,0
"6719",2,"Arrowtooth",4,"P_Halibut",2,1,"3",13,0
"7145",2,"Arrowtooth",4,"P_Halibut",1,2,"3",13,0
"7966",2,"Arrowtooth",4,"P_Halibut",1,1,"3",13,0
"9509",2,"Arrowtooth",4,"P_Halibut",2,2,"3",13,0
"6722",2,"Arrowtooth",4,"P_Halibut",2,1,"3",14,0
"7186",2,"Arrowtooth",4,"P_Halibut",1,2,"3",14,0
"7967",2,"Arrowtooth",4,"P_Halibut",1,1,"3",14,0
"9510",2,"Arrowtooth",4,"P_Halibut",2,2,"3",14,0
"7001",2,"Arrowtooth",4,"P_Halibut",2,1,"3",15,0
"7187",2,"Arrowtooth",4,"P_Halibut",1,2,"3",15,0
"8334",2,"Arrowtooth",4,"P_Halibut",1,1,"3",15,0
"9511",2,"Arrowtooth",4,"P_Halibut",2,2,"3",15,0
"7002",2,"Arrowtooth",4,"P_Halibut",2,1,"3",16,0
"7148",2,"Arrowtooth",4,"P_Halibut",1,2,"3",16,0
"8335",2,"Arrowtooth",4,"P_Halibut",1,1,"3",16,0
"9512",2,"Arrowtooth",4,"P_Halibut",2,2,"3",16,0
"7043",2,"Arrowtooth",4,"P_Halibut",2,1,"3",17,0
"7189",2,"Arrowtooth",4,"P_Halibut",1,2,"3",17,0
"7972",2,"Arrowtooth",4,"P_Halibut",1,1,"3",17,0
"9513",2,"Arrowtooth",4,"P_Halibut",2,2,"3",17,0
"6964",2,"Arrowtooth",4,"P_Halibut",2,1,"3",18,0
"7230",2,"Arrowtooth",4,"P_Halibut",1,2,"3",18,0
"7973",2,"Arrowtooth",4,"P_Halibut",1,1,"3",18,0
"9514",2,"Arrowtooth",4,"P_Halibut",2,2,"3",18,0
"6965",2,"Arrowtooth",4,"P_Halibut",2,1,"3",19,0
"7191",2,"Arrowtooth",4,"P_Halibut",1,2,"3",19,0
"7974",2,"Arrowtooth",4,"P_Halibut",1,1,"3",19,0
"9515",2,"Arrowtooth",4,"P_Halibut",2,2,"3",19,0
"6966",2,"Arrowtooth",4,"P_Halibut",2,1,"3",20,0
"7192",2,"Arrowtooth",4,"P_Halibut",1,2,"3",20,0
"7975",2,"Arrowtooth",4,"P_Halibut",1,1,"3",20,0
"9516",2,"Arrowtooth",4,"P_Halibut",2,2,"3",20,0
"6927",2,"Arrowtooth",4,"P_Halibut",2,1,"3",21,0
"7193",2,"Arrowtooth",4,"P_Halibut",1,2,"3",21,0
"7976",2,"Arrowtooth",4,"P_Halibut",1,1,"3",21,0
"9517",2,"Arrowtooth",4,"P_Halibut",2,2,"3",21,0
"6848",2,"Arrowtooth",4,"P_Halibut",2,1,"3",22,0
"7194",2,"Arrowtooth",4,"P_Halibut",1,2,"3",22,0
"7977",2,"Arrowtooth",4,"P_Halibut",1,1,"3",22,0
"9518",2,"Arrowtooth",4,"P_Halibut",2,2,"3",22,0
"6849",2,"Arrowtooth",4,"P_Halibut",2,1,"3",23,0
"7195",2,"Arrowtooth",4,"P_Halibut",1,2,"3",23,0
"7978",2,"Arrowtooth",4,"P_Halibut",1,1,"3",23,0
"9519",2,"Arrowtooth",4,"P_Halibut",2,2,"3",23,0
"6810",2,"Arrowtooth",4,"P_Halibut",2,1,"3",24,0
"7196",2,"Arrowtooth",4,"P_Halibut",1,2,"3",24,0
"7614",2,"Arrowtooth",4,"P_Halibut",1,1,"3",24,0
"9520",2,"Arrowtooth",4,"P_Halibut",2,2,"3",24,0
"6851",2,"Arrowtooth",4,"P_Halibut",2,1,"3",25,0
"7197",2,"Arrowtooth",4,"P_Halibut",1,2,"3",25,0
"7613",2,"Arrowtooth",4,"P_Halibut",1,1,"3",25,0
"9521",2,"Arrowtooth",4,"P_Halibut",2,2,"3",25,0
"6812",2,"Arrowtooth",4,"P_Halibut",2,1,"3",26,0
"7198",2,"Arrowtooth",4,"P_Halibut",1,2,"3",26,0
"7250",2,"Arrowtooth",4,"P_Halibut",1,1,"3",26,0
"9522",2,"Arrowtooth",4,"P_Halibut",2,2,"3",26,0
"7199",2,"Arrowtooth",4,"P_Halibut",1,2,"3",27,0
"7617",2,"Arrowtooth",4,"P_Halibut",1,1,"3",27,0
"9493",2,"Arrowtooth",4,"P_Halibut",2,1,"3",27,0
"9523",2,"Arrowtooth",4,"P_Halibut",2,2,"3",27,0
"7200",2,"Arrowtooth",4,"P_Halibut",1,2,"3",28,0
"7294",2,"Arrowtooth",4,"P_Halibut",1,1,"3",28,0
"9494",2,"Arrowtooth",4,"P_Halibut",2,1,"3",28,0
"9524",2,"Arrowtooth",4,"P_Halibut",2,2,"3",28,0
"7241",2,"Arrowtooth",4,"P_Halibut",1,2,"3",29,0
"7335",2,"Arrowtooth",4,"P_Halibut",1,1,"3",29,0
"9495",2,"Arrowtooth",4,"P_Halibut",2,1,"3",29,0
"9525",2,"Arrowtooth",4,"P_Halibut",2,2,"3",29,0
"7242",2,"Arrowtooth",4,"P_Halibut",1,2,"3",30,0
"7620",2,"Arrowtooth",4,"P_Halibut",1,1,"3",30,0
"9496",2,"Arrowtooth",4,"P_Halibut",2,1,"3",30,0
"9526",2,"Arrowtooth",4,"P_Halibut",2,2,"3",30,0
"14700",2,"Arrowtooth",1,"W_Pollock",1,0,"4",1,0.0223837769394899
"15117",2,"Arrowtooth",1,"W_Pollock",2,0,"4",1,0.0213069446543222
"14701",2,"Arrowtooth",1,"W_Pollock",1,0,"4",2,0.00340108117252456
"15118",2,"Arrowtooth",1,"W_Pollock",2,0,"4",2,0.00270678084156131
"14199",2,"Arrowtooth",1,"W_Pollock",2,0,"4",3,8.63587534283088e-05
"14702",2,"Arrowtooth",1,"W_Pollock",1,0,"4",3,0.000129984950000194
"14173",2,"Arrowtooth",1,"W_Pollock",2,0,"4",4,3.61336634876406e-06
"14703",2,"Arrowtooth",1,"W_Pollock",1,0,"4",4,6.44622122444702e-06
"14161",2,"Arrowtooth",1,"W_Pollock",2,0,"4",5,1.51236332309953e-05
"14704",2,"Arrowtooth",1,"W_Pollock",1,0,"4",5,1.93264317763328e-05
"14202",2,"Arrowtooth",1,"W_Pollock",2,0,"4",6,0
"14705",2,"Arrowtooth",1,"W_Pollock",1,0,"4",6,0
"14176",2,"Arrowtooth",1,"W_Pollock",2,0,"4",7,0
"14706",2,"Arrowtooth",1,"W_Pollock",1,0,"4",7,0
"14395",2,"Arrowtooth",1,"W_Pollock",2,0,"4",8,0
"15071",2,"Arrowtooth",1,"W_Pollock",1,0,"4",8,0
"14178",2,"Arrowtooth",1,"W_Pollock",2,0,"4",9,0
"14708",2,"Arrowtooth",1,"W_Pollock",1,0,"4",9,0
"14179",2,"Arrowtooth",1,"W_Pollock",2,0,"4",10,0
"14709",2,"Arrowtooth",1,"W_Pollock",1,0,"4",10,0
"373",2,"Arrowtooth",2,"Arrowtooth",1,1,"4",1,4.03295857424658e-05
"394",2,"Arrowtooth",2,"Arrowtooth",1,2,"4",1,4.00114349294285e-05
"1905",2,"Arrowtooth",2,"Arrowtooth",2,2,"4",1,3.08944207309389e-05
"2977",2,"Arrowtooth",2,"Arrowtooth",2,1,"4",1,3.163974140466e-05
"374",2,"Arrowtooth",2,"Arrowtooth",1,1,"4",2,1.73373883478129e-05
"395",2,"Arrowtooth",2,"Arrowtooth",1,2,"4",2,1.83754824234218e-05
"2978",2,"Arrowtooth",2,"Arrowtooth",2,1,"4",2,3.3394249082312e-05
"2999",2,"Arrowtooth",2,"Arrowtooth",2,2,"4",2,3.61378311085067e-05
"375",2,"Arrowtooth",2,"Arrowtooth",1,1,"4",3,1.93188733029306e-06
"396",2,"Arrowtooth",2,"Arrowtooth",1,2,"4",3,1.83526297749885e-06
"2979",2,"Arrowtooth",2,"Arrowtooth",2,1,"4",3,5.49923800152935e-06
"3000",2,"Arrowtooth",2,"Arrowtooth",2,2,"4",3,5.20140758168559e-06
"376",2,"Arrowtooth",2,"Arrowtooth",1,1,"4",4,1.78119005980444e-07
"397",2,"Arrowtooth",2,"Arrowtooth",1,2,"4",4,3.34544333302619e-08
"2980",2,"Arrowtooth",2,"Arrowtooth",2,1,"4",4,5.01138038843006e-07
"3001",2,"Arrowtooth",2,"Arrowtooth",2,2,"4",4,6.94991786084357e-08
"377",2,"Arrowtooth",2,"Arrowtooth",1,1,"4",5,8.86063321696221e-08
"398",2,"Arrowtooth",2,"Arrowtooth",1,2,"4",5,6.55780780108333e-09
"2981",2,"Arrowtooth",2,"Arrowtooth",2,1,"4",5,2.59971217013818e-07
"3002",2,"Arrowtooth",2,"Arrowtooth",2,2,"4",5,1.36233739531022e-08
"378",2,"Arrowtooth",2,"Arrowtooth",1,1,"4",6,0
"399",2,"Arrowtooth",2,"Arrowtooth",1,2,"4",6,0
"2982",2,"Arrowtooth",2,"Arrowtooth",2,1,"4",6,0
