Survey,Year,Cruise Join ID,Haul Join ID,Cruise Number,Vessel Number,Haul Number,Starting Latitude (dd),Starting Longitude (dd),Ending Latitude (dd),Ending Longitude (dd),Stratum,Stratum INPFC Area,Stratum Min Depth (m),Stratum Max Depth (m),Stratum Description,Stratum Regulatory Area Name,Stratum Type,Domain,Density,Gear Performance,Satifactory Gear Performance,Gear Performance Description,Gear Depth,Bottom Depth,Specimen ID,Biostratum,Species Code,Common Name,Scientific Name,Length (mm),Sex,Weight (gm),Age (years),Maturity,Maturity Table,Gonad Weight,Specimen Subsample Method,Specimen Sample Type,Age Determination Method,AKFIN Load Date
GOA,2011,-667,-8279,201101,143,341,55.5198,-134.18783,55.50588,-134.18648,151,Southeastern,101,200,Prince of Wales Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,121,128,889,0,10110,arrowtooth flounder,Atheresthes stomias,150,Male,26,1,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8282,201101,143,344,55.90022,-133.80492,55.91332,-133.81013,50,Southeastern,1,100,Southeastern Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,105,112,898,0,10110,arrowtooth flounder,Atheresthes stomias,620,Female,2406,11,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8286,201101,143,348,55.02445,-133.34012,55.01165,-133.3342,151,Southeastern,101,200,Prince of Wales Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,183,190,900,0,10110,arrowtooth flounder,Atheresthes stomias,440,Female,692,8,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8287,201101,143,349,54.6305,-132.87635,54.6392,-132.89275,251,Southeastern,201,300,Prince of Wales Slope/Gullies,EASTERN GOA,SLOPE,,,0,Y,Good performance,278,286,902,0,10110,arrowtooth flounder,Atheresthes stomias,680,Female,2976,15,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8287,201101,143,349,54.6305,-132.87635,54.6392,-132.89275,251,Southeastern,201,300,Prince of Wales Slope/Gullies,EASTERN GOA,SLOPE,,,0,Y,Good performance,278,286,903,0,10110,arrowtooth flounder,Atheresthes stomias,730,Female,3464,17,,,,6,1,6,5-Oct-20
GOA,2011,-667,-8287,201101,143,349,54.6305,-132.87635,54.6392,-132.89275,251,Southeastern,201,300,Prince of Wales Slope/Gullies,EASTERN GOA,SLOPE,,,0,Y,Good performance,278,286,906,0,10110,arrowtooth flounder,Atheresthes stomias,710,Female,3874,18,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10343,201301,176,90,55.02096,-158.21315,55.01308,-158.19588,120,Chirikof,101,200,East Shumagin Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,158,163,314,0,10110,arrowtooth flounder,Atheresthes stomias,260,Male,150,3,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10350,201301,176,97,55.06019,-157.18861,55.0705,-157.17495,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,,,0,Y,Good performance,175,182,319,0,10110,arrowtooth flounder,Atheresthes stomias,380,Male,476,6,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10353,201301,176,100,55.08207,-157.09187,55.07374,-157.11393,221,Chirikof,201,300,Chirikof Slope,CENTRAL GOA,SLOPE,,,2.4,Y,Belly damaged,234,240,323,0,10110,arrowtooth flounder,Atheresthes stomias,420,Male,538,7,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10353,201301,176,100,55.08207,-157.09187,55.07374,-157.11393,221,Chirikof,201,300,Chirikof Slope,CENTRAL GOA,SLOPE,,,2.4,Y,Belly damaged,234,240,329,0,10110,arrowtooth flounder,Atheresthes stomias,470,Female,932,9,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10354,201301,176,101,55.08063,-157.18707,55.06888,-157.2029,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,,,0,Y,Good performance,161,167,335,0,10110,arrowtooth flounder,Atheresthes stomias,450,Male,854,9,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10354,201301,176,101,55.08063,-157.18707,55.06888,-157.2029,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,,,0,Y,Good performance,161,167,336,0,10110,arrowtooth flounder,Atheresthes stomias,280,Male,182,3,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10354,201301,176,101,55.08063,-157.18707,55.06888,-157.2029,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,,,0,Y,Good performance,161,167,337,0,10110,arrowtooth flounder,Atheresthes stomias,430,Male,714,8,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10355,201301,176,102,55.21834,-157.32162,55.21846,-157.29644,21,Chirikof,1,100,Semidi Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,93,99,363,0,10110,arrowtooth flounder,Atheresthes stomias,350,Female,384,4,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10356,201301,176,103,55.21528,-157.35282,55.21536,-157.32979,21,Chirikof,1,100,Semidi Bank,CENTRAL GOA,SHELF,,,0,Y,Good performance,91,97,368,0,10110,arrowtooth flounder,Atheresthes stomias,240,Male,100,2,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10370,201301,176,118,55.48167,-156.61565,55.47319,-156.59894,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,,,0,Y,Good performance,173,179,391,0,10110,arrowtooth flounder,Atheresthes stomias,600,Female,1694,12,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10383,201301,176,131,56.75693,-155.31258,56.74534,-155.32524,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,,,0,Y,Good performance,178,183,420,0,10110,arrowtooth flounder,Atheresthes stomias,510,Male,918,15,,,,6,1,6,5-Oct-20
GOA,2017,-716,-16658,201701,148,120,56.84436,-155.71726,56.83561,-155.73887,220,Chirikof,201,300,Lower Shelikof Gully,CENTRAL GOA,GULLY,,,0,Y,Good performance,280,286,195,0,10110,arrowtooth flounder,Atheresthes stomias,400,Female,496,6,,,,1,1,6,5-Oct-20
GOA,2017,-716,-16661,201701,148,123,56.54085,-155.60347,56.53273,-155.62022,121,Chirikof,101,200,Shelikof Edge,CENTRAL GOA,SHELF,,,0,Y,Good performance,127,133,201,0,10110,arrowtooth flounder,Atheresthes stomias,560,Female,1616,8,,,,1,1,6,5-Oct-20
GOA,2017,-716,-16664,201701,148,126,55.71316,-155.25161,55.71599,-155.23038,122,Chirikof,101,200,Chirikof Outer Shelf,CENTRAL GOA,SHELF,,,0,Y,Good performance,184,191,206,0,10110,arrowtooth flounder,Atheresthes stomias,450,Male,744,10,,,,1,1,6,5-Oct-20
GOA,2017,-716,-17101,201701,148,137,56.90512,-153.42021,56.89122,-153.42087,130,Kodiak,101,200,Albatross Gullies,CENTRAL GOA,GULLY,,,0,Y,Good performance,142,148,221,0,10110,arrowtooth flounder,Atheresthes stomias,440,Male,660,6,,,,1,1,3,5-Oct-20
GOA,2017,-716,-17111,201701,148,147,55.97285,-154.04523,55.97391,-154.06855,221,Chirikof,201,300,Chirikof Slope,CENTRAL GOA,SLOPE,,,0,Y,Good performance,275,281,230,0,10110,arrowtooth flounder,Atheresthes stomias,710,Female,3502,15,,,,1,1,6,5-Oct-20
GOA,2013,-687,-10395,201301,176,145,55.62395,-155.36554,55.61679,-155.3869,320,Chirikof,301,500,Chirikof Slope,CENTRAL GOA,SLOPE,,,2.4,Y,Belly damaged,433,439,426,0,10110,arrowtooth flounder,Atheresthes stomias,570,Female,1826,9,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10416,201301,176,166,56.30801,-153.14442,56.30559,-153.12164,134,Kodiak,101,200,Kodiak Outer Shelf,CENTRAL GOA,SHELF,,,2.4,Y,Belly damaged,186,191,447,0,10110,arrowtooth flounder,Atheresthes stomias,510,Female,1250,7,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10422,201301,176,173,56.69412,-152.68426,56.70754,-152.6844,31,Kodiak,1,100,Albatross Banks,CENTRAL GOA,SHELF,,,0,Y,Good performance,87,94,468,0,10110,arrowtooth flounder,Atheresthes stomias,110,Male,16,1,,,,6,1,3,5-Oct-20
GOA,2009,-636,-5602,200901,143,172,58.57213,-152.15109,58.58082,-152.17,30,Kodiak,1,100,Albatross Shallows,CENTRAL GOA,SHELF,,,0,Y,Good performance,80,87,797,0,10110,arrowtooth flounder,Atheresthes stomias,730,Female,3376,23,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5602,200901,143,172,58.57213,-152.15109,58.58082,-152.17,30,Kodiak,1,100,Albatross Shallows,CENTRAL GOA,SHELF,,,0,Y,Good performance,80,87,799,0,10110,arrowtooth flounder,Atheresthes stomias,580,Female,1892,10,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5604,200901,143,174,58.43371,-152.0106,58.4295,-152.03419,30,Kodiak,1,100,Albatross Shallows,CENTRAL GOA,SHELF,,,0,Y,Good performance,87,95,810,0,10110,arrowtooth flounder,Atheresthes stomias,500,Female,1184,11,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5605,200901,143,175,58.45334,-151.91119,58.44382,-151.8938,30,Kodiak,1,100,Albatross Shallows,CENTRAL GOA,SHELF,,,0,Y,Good performance,83,90,825,0,10110,arrowtooth flounder,Atheresthes stomias,460,Female,852,,,,,6,1,,5-Oct-20
GOA,2009,-636,-5605,200901,143,175,58.45334,-151.91119,58.44382,-151.8938,30,Kodiak,1,100,Albatross Shallows,CENTRAL GOA,SHELF,,,0,Y,Good performance,83,90,833,0,10110,arrowtooth flounder,Atheresthes stomias,320,Female,274,4,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5606,200901,143,176,58.52929,-151.7616,58.52097,-151.74271,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,,,0,Y,Good performance,169,176,850,0,10110,arrowtooth flounder,Atheresthes stomias,410,Male,652,,,,,6,1,,5-Oct-20
GOA,2009,-636,-5606,200901,143,176,58.52929,-151.7616,58.52097,-151.74271,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,,,0,Y,Good performance,169,176,852,0,10110,arrowtooth flounder,Atheresthes stomias,430,Male,708,7,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5606,200901,143,176,58.52929,-151.7616,58.52097,-151.74271,132,Kodiak,101,200,Barren Islands,CENTRAL GOA,SHELF,,,0,Y,Good performance,169,176,859,0,10110,arrowtooth flounder,Atheresthes stomias,530,Male,1282,19,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5630,200901,143,202,58.04173,-149.4348,58.04538,-149.4109,134,Kodiak,101,200,Kodiak Outer Shelf,CENTRAL GOA,SHELF,,,0,Y,Good performance,192,199,891,0,10110,arrowtooth flounder,Atheresthes stomias,180,Male,44,2,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10685,201301,176,207,57.57046,-150.72327,57.55978,-150.73694,31,Kodiak,1,100,Albatross Banks,CENTRAL GOA,SHELF,,,0,Y,Good performance,92,97,490,0,10110,arrowtooth flounder,Atheresthes stomias,170,Female,38,1,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10700,201301,176,222,58.29162,-149.10545,58.2923,-149.13057,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,133,137,512,0,10110,arrowtooth flounder,Atheresthes stomias,330,Male,344,4,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10702,201301,176,224,58.31016,-149.50865,58.31579,-149.53051,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,143,147,520,0,10110,arrowtooth flounder,Atheresthes stomias,370,Male,564,6,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10703,201301,176,225,58.51696,-149.77129,58.52344,-149.79281,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,146,150,534,0,10110,arrowtooth flounder,Atheresthes stomias,210,Female,80,3,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10704,201301,176,226,58.56234,-149.8103,58.57138,-149.82693,131,Kodiak,101,200,Portlock Flats,CENTRAL GOA,SHELF,,,0,Y,Good performance,134,138,547,0,10110,arrowtooth flounder,Atheresthes stomias,290,Female,208,3,,,,6,1,3,5-Oct-20
GOA,2009,-636,-5872,200901,143,252,60.13556,-145.0237,60.13635,-145.0511,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,43,50,909,0,10110,arrowtooth flounder,Atheresthes stomias,200,Male,48,2,,,,6,1,3,5-Oct-20
GOA,2009,-636,-5872,200901,143,252,60.13556,-145.0237,60.13635,-145.0511,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,43,50,914,0,10110,arrowtooth flounder,Atheresthes stomias,290,Male,186,4,,,,6,1,3,5-Oct-20
GOA,2009,-636,-5873,200901,143,253,60.13381,-144.64211,60.13781,-144.6691,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,21,28,918,0,10110,arrowtooth flounder,Atheresthes stomias,230,Female,102,3,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5873,200901,143,253,60.13381,-144.64211,60.13781,-144.6691,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,21,28,920,0,10110,arrowtooth flounder,Atheresthes stomias,130,Female,20,1,,,,6,1,3,5-Oct-20
GOA,2009,-636,-5877,200901,143,257,59.71504,-141.9248,59.72198,-141.94701,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,112,118,922,0,10110,arrowtooth flounder,Atheresthes stomias,400,Male,534,7,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5877,200901,143,257,59.71504,-141.9248,59.72198,-141.94701,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,112,118,929,0,10110,arrowtooth flounder,Atheresthes stomias,210,Male,84,2,,,,6,1,3,5-Oct-20
GOA,2009,-636,-5877,200901,143,257,59.71504,-141.9248,59.72198,-141.94701,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,112,118,941,0,10110,arrowtooth flounder,Atheresthes stomias,530,Female,1626,10,,,,6,1,4,5-Oct-20
GOA,2013,-687,-10722,201301,176,244,59.25935,-146.90083,59.25714,-146.87487,241,Yakutat,201,300,Yakutat Slope,EASTERN GOA,SLOPE,,,0,Y,Good performance,198,202,569,0,10110,arrowtooth flounder,Atheresthes stomias,350,Male,372,4,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10722,201301,176,244,59.25935,-146.90083,59.25714,-146.87487,241,Yakutat,201,300,Yakutat Slope,EASTERN GOA,SLOPE,,,0,Y,Good performance,198,202,572,0,10110,arrowtooth flounder,Atheresthes stomias,280,Male,168,3,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10722,201301,176,244,59.25935,-146.90083,59.25714,-146.87487,241,Yakutat,201,300,Yakutat Slope,EASTERN GOA,SLOPE,,,0,Y,Good performance,198,202,576,0,10110,arrowtooth flounder,Atheresthes stomias,480,Female,956,6,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10724,201301,176,246,59.54545,-146.25416,59.55042,-146.27935,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,91,94,598,0,10110,arrowtooth flounder,Atheresthes stomias,420,Male,680,6,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10724,201301,176,246,59.54545,-146.25416,59.55042,-146.27935,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,91,94,603,0,10110,arrowtooth flounder,Atheresthes stomias,540,Female,1608,11,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10724,201301,176,246,59.54545,-146.25416,59.55042,-146.27935,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,91,94,607,0,10110,arrowtooth flounder,Atheresthes stomias,270,Female,178,2,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10725,201301,176,247,59.51075,-146.53686,59.50153,-146.55786,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,90,94,623,0,10110,arrowtooth flounder,Atheresthes stomias,210,Male,70,2,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10725,201301,176,247,59.51075,-146.53686,59.50153,-146.55786,41,Yakutat,1,100,Middleton Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,90,94,634,0,10110,arrowtooth flounder,Atheresthes stomias,260,Male,162,3,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10732,201301,176,254,59.61329,-145.50022,59.6115,-145.47419,140,Yakutat,101,200,Middleton Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,110,117,647,0,10110,arrowtooth flounder,Atheresthes stomias,370,Female,420,5,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10734,201301,176,256,59.56239,-144.53893,59.56175,-144.56526,140,Yakutat,101,200,Middleton Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,137,143,650,0,10110,arrowtooth flounder,Atheresthes stomias,450,Female,876,6,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10739,201301,176,261,59.60115,-142.97654,59.59255,-142.99732,341,Yakutat,301,500,Yakutat Slope,EASTERN GOA,SLOPE,,,0,Y,Good performance,407,413,652,0,10110,arrowtooth flounder,Atheresthes stomias,520,Female,1314,8,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10739,201301,176,261,59.60115,-142.97654,59.59255,-142.99732,341,Yakutat,301,500,Yakutat Slope,EASTERN GOA,SLOPE,,,0,Y,Good performance,407,413,656,0,10110,arrowtooth flounder,Atheresthes stomias,490,Female,1316,9,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10739,201301,176,261,59.60115,-142.97654,59.59255,-142.99732,341,Yakutat,301,500,Yakutat Slope,EASTERN GOA,SLOPE,,,0,Y,Good performance,407,413,665,0,10110,arrowtooth flounder,Atheresthes stomias,430,Male,874,7,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10741,201301,176,263,59.43919,-142.25486,59.42837,-142.24114,241,Yakutat,201,300,Yakutat Slope,EASTERN GOA,SLOPE,,,0,Y,Good performance,216,223,666,0,10110,arrowtooth flounder,Atheresthes stomias,500,Female,1190,8,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10742,201301,176,264,59.76893,-142.41601,59.76086,-142.39546,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,149,156,679,0,10110,arrowtooth flounder,Atheresthes stomias,470,Female,984,9,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10742,201301,176,264,59.76893,-142.41601,59.76086,-142.39546,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,149,156,683,0,10110,arrowtooth flounder,Atheresthes stomias,290,Male,228,4,,,,6,1,7,5-Oct-20
GOA,2013,-687,-10742,201301,176,264,59.76893,-142.41601,59.76086,-142.39546,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,149,156,686,0,10110,arrowtooth flounder,Atheresthes stomias,320,Male,258,5,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10742,201301,176,264,59.76893,-142.41601,59.76086,-142.39546,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,149,156,688,0,10110,arrowtooth flounder,Atheresthes stomias,460,Male,782,13,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10743,201301,176,265,59.9674,-142.49458,59.95924,-142.47224,40,Yakutat,1,100,Yakutat Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,79,85,699,0,10110,arrowtooth flounder,Atheresthes stomias,230,Male,96,2,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10744,201301,176,266,59.90501,-142.24462,59.91217,-142.26813,40,Yakutat,1,100,Yakutat Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,67,74,705,0,10110,arrowtooth flounder,Atheresthes stomias,150,Unknown,20,1,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10744,201301,176,266,59.90501,-142.24462,59.91217,-142.26813,40,Yakutat,1,100,Yakutat Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,67,74,706,0,10110,arrowtooth flounder,Atheresthes stomias,130,Unknown,14,1,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10745,201301,176,267,59.66264,-140.79041,59.66219,-140.7617,40,Yakutat,1,100,Yakutat Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,56,63,712,0,10110,arrowtooth flounder,Atheresthes stomias,620,Female,2184,14,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10745,201301,176,267,59.66264,-140.79041,59.66219,-140.7617,40,Yakutat,1,100,Yakutat Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,56,63,717,0,10110,arrowtooth flounder,Atheresthes stomias,140,Female,20,1,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10745,201301,176,267,59.66264,-140.79041,59.66219,-140.7617,40,Yakutat,1,100,Yakutat Shallows,EASTERN GOA,SHELF,,,0,Y,Good performance,56,63,719,0,10110,arrowtooth flounder,Atheresthes stomias,140,Female,18,1,,,,6,1,3,5-Oct-20
GOA,2013,-687,-10746,201301,176,268,59.40209,-141.72133,59.40561,-141.7464,141,Yakutat,101,200,Yakataga Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,180,186,722,0,10110,arrowtooth flounder,Atheresthes stomias,450,Female,924,6,,,,6,1,6,5-Oct-20
GOA,2013,-687,-10754,201301,176,277,58.76863,-140.15171,58.77834,-140.16603,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,,,0,Y,Good performance,177,184,732,0,10110,arrowtooth flounder,Atheresthes stomias,220,Male,72,3,,,,6,1,7,5-Oct-20
GOA,2009,-636,-5881,200901,143,261,59.4522,-140.31641,59.46168,-140.3351,240,Yakutat,201,300,Yakutat Gullies,EASTERN GOA,GULLY,,,0,Y,Good performance,240,246,948,0,10110,arrowtooth flounder,Atheresthes stomias,670,Female,2974,14,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5881,200901,143,261,59.4522,-140.31641,59.46168,-140.3351,240,Yakutat,201,300,Yakutat Gullies,EASTERN GOA,GULLY,,,0,Y,Good performance,240,246,950,0,10110,arrowtooth flounder,Atheresthes stomias,520,Female,1286,9,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5881,200901,143,261,59.4522,-140.31641,59.46168,-140.3351,240,Yakutat,201,300,Yakutat Gullies,EASTERN GOA,GULLY,,,0,Y,Good performance,240,246,952,0,10110,arrowtooth flounder,Atheresthes stomias,700,Female,3622,12,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5882,200901,143,262,59.46867,-139.9458,59.4762,-139.96761,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,,,0,Y,Good performance,135,141,962,0,10110,arrowtooth flounder,Atheresthes stomias,330,Female,312,,,,,6,1,,5-Oct-20
GOA,2009,-636,-5882,200901,143,262,59.46867,-139.9458,59.4762,-139.96761,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,,,0,Y,Good performance,135,141,975,0,10110,arrowtooth flounder,Atheresthes stomias,330,Male,312,5,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5884,200901,143,264,58.91889,-138.62939,58.90664,-138.6396,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,,,0,Y,Good performance,115,122,980,0,10110,arrowtooth flounder,Atheresthes stomias,230,Female,94,,,,,6,1,,5-Oct-20
GOA,2009,-636,-5884,200901,143,264,58.91889,-138.62939,58.90664,-138.6396,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,,,0,Y,Good performance,115,122,984,0,10110,arrowtooth flounder,Atheresthes stomias,500,Female,1128,7,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5884,200901,143,264,58.91889,-138.62939,58.90664,-138.6396,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,,,0,Y,Good performance,115,122,996,0,10110,arrowtooth flounder,Atheresthes stomias,230,Male,108,2,,,,6,1,3,5-Oct-20
GOA,2009,-636,-5884,200901,143,264,58.91889,-138.62939,58.90664,-138.6396,142,Yakutat,101,200,Yakutat Flats,EASTERN GOA,SHELF,,,0,Y,Good performance,115,122,1004,0,10110,arrowtooth flounder,Atheresthes stomias,310,Male,270,,,,,6,1,,5-Oct-20
GOA,2009,-636,-5886,200901,143,266,58.63596,-138.0363,58.64851,-138.0484,143,Yakutat,101,200,Fairweather Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,97,103,1013,0,10110,arrowtooth flounder,Atheresthes stomias,180,Female,40,2,,,,6,1,3,5-Oct-20
GOA,2009,-636,-5887,200901,143,267,58.45094,-137.4023,58.44526,-137.3791,143,Yakutat,101,200,Fairweather Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,128,135,1020,0,10110,arrowtooth flounder,Atheresthes stomias,460,Female,806,9,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5887,200901,143,267,58.45094,-137.4023,58.44526,-137.3791,143,Yakutat,101,200,Fairweather Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,128,135,1028,0,10110,arrowtooth flounder,Atheresthes stomias,430,Male,570,7,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5889,200901,143,269,56.87994,-135.9012,56.89184,-135.91341,150,Southeastern,101,200,Baranof-Chichagof Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,179,186,1037,0,10110,arrowtooth flounder,Atheresthes stomias,330,Male,278,6,,,,6,1,3,5-Oct-20
GOA,2009,-636,-5889,200901,143,269,56.87994,-135.9012,56.89184,-135.91341,150,Southeastern,101,200,Baranof-Chichagof Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,179,186,1049,0,10110,arrowtooth flounder,Atheresthes stomias,340,Male,352,5,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5889,200901,143,269,56.87994,-135.9012,56.89184,-135.91341,150,Southeastern,101,200,Baranof-Chichagof Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,179,186,1059,0,10110,arrowtooth flounder,Atheresthes stomias,370,Female,504,5,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5889,200901,143,269,56.87994,-135.9012,56.89184,-135.91341,150,Southeastern,101,200,Baranof-Chichagof Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,179,186,1076,0,10110,arrowtooth flounder,Atheresthes stomias,540,Female,1320,9,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5889,200901,143,269,56.87994,-135.9012,56.89184,-135.91341,150,Southeastern,101,200,Baranof-Chichagof Shelf,EASTERN GOA,SHELF,,,0,Y,Good performance,179,186,1085,0,10110,arrowtooth flounder,Atheresthes stomias,230,Female,90,2,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5894,200901,143,274,55.93185,-135.41319,55.94414,-135.4245,351,Southeastern,301,500,Southeastern Slope,EASTERN GOA,SLOPE,,,1.11,Y,Completed tow,329,335,1096,0,10110,arrowtooth flounder,Atheresthes stomias,430,Male,642,7,,,,6,1,4,5-Oct-20
GOA,2009,-636,-5894,200901,143,274,55.93185,-135.41319,55.94414,-135.4245,351,Southeastern,301,500,Southeastern Slope,EASTERN GOA,SLOPE,,,1.11,Y,Completed tow,329,335,1105,0,10110,arrowtooth flounder,Atheresthes stomias,450,Male,756,6,,,,6,1,4,5-Oct-20
